run_id,model_id,issue_id,score
2026-07-05_16-37,claude-fable-5,A2,0
2026-07-05_16-37,claude-fable-5,A3,0
2026-07-05_16-37,claude-fable-5,A4,1
2026-07-05_16-37,claude-fable-5,A5,1
2026-07-05_16-37,claude-fable-5,A6,0.5
2026-07-05_16-37,claude-fable-5,A9,0
2026-07-05_16-37,claude-fable-5,A10,0
2026-07-05_16-37,claude-fable-5,A11,1
2026-07-05_16-37,claude-fable-5,B1,0
2026-07-05_16-37,claude-fable-5,B2,1
2026-07-05_16-37,claude-fable-5,B3,0
2026-07-05_16-37,claude-fable-5,B4,0
2026-07-05_16-37,claude-fable-5,B5,0
2026-07-05_16-37,claude-fable-5,B6,0
2026-07-05_16-37,claude-fable-5,C1,1
2026-07-05_16-37,claude-fable-5,C2,1
2026-07-05_16-37,claude-fable-5,C3,1
2026-07-05_16-37,claude-fable-5,C4,1
2026-07-05_16-37,claude-fable-5,C5,1
2026-07-05_16-37,claude-fable-5,C6,1
2026-07-05_16-37,claude-fable-5,C7,0
2026-07-05_16-37,claude-fable-5,C8,0
2026-07-05_16-37,claude-fable-5,C9,0
2026-07-05_16-37,claude-fable-5,D1,0
2026-07-05_16-37,claude-fable-5,D2,1
2026-07-05_16-37,claude-fable-5,D3,0
2026-07-05_16-37,claude-fable-5,D4,0
2026-07-05_16-37,claude-fable-5,D5,0
2026-07-05_16-37,claude-fable-5,D6,0
2026-07-05_16-37,claude-fable-5,E1,1
2026-07-05_16-37,claude-fable-5,E2,1
2026-07-05_16-37,claude-fable-5,E3,1
2026-07-05_16-37,claude-fable-5,E4,0.5
2026-07-05_16-37,claude-fable-5,E5,0
2026-07-05_16-37,claude-fable-5,E6,0.5
2026-07-05_16-37,claude-fable-5,E7,1
2026-07-05_16-37,claude-fable-5,E8,1
2026-07-05_16-37,claude-fable-5,F1,0
2026-07-05_16-37,claude-fable-5,F2,0
2026-07-05_16-37,claude-fable-5,F3,1
2026-07-05_16-37,claude-fable-5,F4,0
2026-07-05_16-37,claude-fable-5,G1,0
2026-07-05_16-37,claude-fable-5,G2,0
2026-07-05_16-37,claude-fable-5,G3,0
2026-07-05_16-37,claude-fable-5,G4,1
2026-07-05_16-37,claude-fable-5,G5,0
2026-07-05_16-37,claude-fable-5,G6,1
2026-07-05_16-37,claude-fable-5,G7,0
2026-07-05_16-37,claude-fable-5,G8,1
2026-07-05_16-37,claude-fable-5,G9,1
2026-07-05_16-37,claude-fable-5,G10,0
2026-07-05_16-37,claude-fable-5,G11,1
2026-07-05_16-37,claude-fable-5,G12,1
2026-07-05_16-37,claude-fable-5,G13,0
2026-07-05_16-37,claude-fable-5,G14,0
2026-07-05_16-37,claude-fable-5,G15,1
2026-07-05_16-37,claude-fable-5,G16,0
2026-07-05_17-11,gpt-5.5,A1,1
2026-07-05_17-11,gpt-5.5,A2,0
2026-07-05_17-11,gpt-5.5,A3,0
2026-07-05_17-11,gpt-5.5,A4,1
2026-07-05_17-11,gpt-5.5,A5,1
2026-07-05_17-11,gpt-5.5,A6,1
2026-07-05_17-11,gpt-5.5,A9,0
2026-07-05_17-11,gpt-5.5,A10,1
2026-07-05_17-11,gpt-5.5,A11,1
2026-07-05_17-11,gpt-5.5,B1,0
2026-07-05_17-11,gpt-5.5,B2,1
2026-07-05_17-11,gpt-5.5,B3,0
2026-07-05_17-11,gpt-5.5,B4,0
2026-07-05_17-11,gpt-5.5,B5,0
2026-07-05_17-11,gpt-5.5,B6,0
2026-07-05_17-11,gpt-5.5,C1,1
2026-07-05_17-11,gpt-5.5,C2,1
2026-07-05_17-11,gpt-5.5,C3,0
2026-07-05_17-11,gpt-5.5,C4,1
2026-07-05_17-11,gpt-5.5,C5,1
2026-07-05_17-11,gpt-5.5,C6,1
2026-07-05_17-11,gpt-5.5,C7,0
2026-07-05_17-11,gpt-5.5,C8,0
2026-07-05_17-11,gpt-5.5,C9,0
2026-07-05_17-11,gpt-5.5,D1,0
2026-07-05_17-11,gpt-5.5,D2,1
2026-07-05_17-11,gpt-5.5,D3,0
2026-07-05_17-11,gpt-5.5,D4,1
2026-07-05_17-11,gpt-5.5,D5,0
2026-07-05_17-11,gpt-5.5,D6,1
2026-07-05_17-11,gpt-5.5,E1,0
2026-07-05_17-11,gpt-5.5,E2,0
2026-07-05_17-11,gpt-5.5,E3,0.5
2026-07-05_17-11,gpt-5.5,E4,1
2026-07-05_17-11,gpt-5.5,E5,1
2026-07-05_17-11,gpt-5.5,E6,0
2026-07-05_17-11,gpt-5.5,E7,1
2026-07-05_17-11,gpt-5.5,E8,1
2026-07-05_17-11,gpt-5.5,F1,0
2026-07-05_17-11,gpt-5.5,F2,0
2026-07-05_17-11,gpt-5.5,F3,1
2026-07-05_17-11,gpt-5.5,F4,0
2026-07-05_17-11,gpt-5.5,G1,0
2026-07-05_17-11,gpt-5.5,G2,0
2026-07-05_17-11,gpt-5.5,G3,0
2026-07-05_17-11,gpt-5.5,G4,1
2026-07-05_17-11,gpt-5.5,G5,0
2026-07-05_17-11,gpt-5.5,G6,0.5
2026-07-05_17-11,gpt-5.5,G7,0
2026-07-05_17-11,gpt-5.5,G8,0
2026-07-05_17-11,gpt-5.5,G9,1
2026-07-05_17-11,gpt-5.5,G10,0
2026-07-05_17-11,gpt-5.5,G11,0.5
2026-07-05_17-11,gpt-5.5,G12,1
2026-07-05_17-11,gpt-5.5,G13,0
2026-07-05_17-11,gpt-5.5,G14,0
2026-07-05_17-11,gpt-5.5,G15,1
2026-07-05_17-11,gpt-5.5,G16,0
2026-07-05_17-11,gpt-5.5-pro,A1,1
2026-07-05_17-11,gpt-5.5-pro,A2,0
2026-07-05_17-11,gpt-5.5-pro,A3,0
2026-07-05_17-11,gpt-5.5-pro,A4,1
2026-07-05_17-11,gpt-5.5-pro,A5,0
2026-07-05_17-11,gpt-5.5-pro,A6,1
2026-07-05_17-11,gpt-5.5-pro,A9,0
2026-07-05_17-11,gpt-5.5-pro,A10,0
2026-07-05_17-11,gpt-5.5-pro,A11,1
2026-07-05_17-11,gpt-5.5-pro,B1,0
2026-07-05_17-11,gpt-5.5-pro,B2,1
2026-07-05_17-11,gpt-5.5-pro,B3,0
2026-07-05_17-11,gpt-5.5-pro,B4,0
2026-07-05_17-11,gpt-5.5-pro,B5,0
2026-07-05_17-11,gpt-5.5-pro,B6,0
2026-07-05_17-11,gpt-5.5-pro,C1,1
2026-07-05_17-11,gpt-5.5-pro,C2,1
2026-07-05_17-11,gpt-5.5-pro,C3,0
2026-07-05_17-11,gpt-5.5-pro,C4,1
2026-07-05_17-11,gpt-5.5-pro,C5,1
2026-07-05_17-11,gpt-5.5-pro,C6,1
2026-07-05_17-11,gpt-5.5-pro,C7,0
2026-07-05_17-11,gpt-5.5-pro,C8,0.5
2026-07-05_17-11,gpt-5.5-pro,C9,0
2026-07-05_17-11,gpt-5.5-pro,D1,0
2026-07-05_17-11,gpt-5.5-pro,D2,0
2026-07-05_17-11,gpt-5.5-pro,D3,0
2026-07-05_17-11,gpt-5.5-pro,D4,0
2026-07-05_17-11,gpt-5.5-pro,D5,0
2026-07-05_17-11,gpt-5.5-pro,D6,0
2026-07-05_17-11,gpt-5.5-pro,E1,0
2026-07-05_17-11,gpt-5.5-pro,E2,0
2026-07-05_17-11,gpt-5.5-pro,E3,1
2026-07-05_17-11,gpt-5.5-pro,E4,1
2026-07-05_17-11,gpt-5.5-pro,E5,0.5
2026-07-05_17-11,gpt-5.5-pro,E6,0
2026-07-05_17-11,gpt-5.5-pro,E7,1
2026-07-05_17-11,gpt-5.5-pro,E8,1
2026-07-05_17-11,gpt-5.5-pro,F1,0
2026-07-05_17-11,gpt-5.5-pro,F2,0
2026-07-05_17-11,gpt-5.5-pro,F3,1
2026-07-05_17-11,gpt-5.5-pro,F4,0
2026-07-05_17-11,gpt-5.5-pro,G1,0
2026-07-05_17-11,gpt-5.5-pro,G2,0
2026-07-05_17-11,gpt-5.5-pro,G3,0
2026-07-05_17-11,gpt-5.5-pro,G4,1
2026-07-05_17-11,gpt-5.5-pro,G5,0
2026-07-05_17-11,gpt-5.5-pro,G6,1
2026-07-05_17-11,gpt-5.5-pro,G7,0
2026-07-05_17-11,gpt-5.5-pro,G8,0
2026-07-05_17-11,gpt-5.5-pro,G9,0.5
2026-07-05_17-11,gpt-5.5-pro,G10,0
2026-07-05_17-11,gpt-5.5-pro,G11,1
2026-07-05_17-11,gpt-5.5-pro,G12,1
2026-07-05_17-11,gpt-5.5-pro,G13,0
2026-07-05_17-11,gpt-5.5-pro,G14,0
2026-07-05_17-11,gpt-5.5-pro,G15,1
2026-07-05_17-11,gpt-5.5-pro,G16,0
2026-07-05_17-17,gpt-5.5,A1,1
2026-07-05_17-17,gpt-5.5,A2,0
2026-07-05_17-17,gpt-5.5,A3,0
2026-07-05_17-17,gpt-5.5,A4,1
2026-07-05_17-17,gpt-5.5,A5,1
2026-07-05_17-17,gpt-5.5,A6,1
2026-07-05_17-17,gpt-5.5,A9,0
2026-07-05_17-17,gpt-5.5,A10,0
2026-07-05_17-17,gpt-5.5,A11,1
2026-07-05_17-17,gpt-5.5,B1,0
2026-07-05_17-17,gpt-5.5,B2,1
2026-07-05_17-17,gpt-5.5,B3,0
2026-07-05_17-17,gpt-5.5,B4,0
2026-07-05_17-17,gpt-5.5,B5,1
2026-07-05_17-17,gpt-5.5,B6,0
2026-07-05_17-17,gpt-5.5,C1,1
2026-07-05_17-17,gpt-5.5,C2,1
2026-07-05_17-17,gpt-5.5,C3,0
2026-07-05_17-17,gpt-5.5,C4,1
2026-07-05_17-17,gpt-5.5,C5,1
2026-07-05_17-17,gpt-5.5,C6,1
2026-07-05_17-17,gpt-5.5,C7,0
2026-07-05_17-17,gpt-5.5,C8,0.5
2026-07-05_17-17,gpt-5.5,C9,0
2026-07-05_17-17,gpt-5.5,D1,0.5
2026-07-05_17-17,gpt-5.5,D2,1
2026-07-05_17-17,gpt-5.5,D3,0
2026-07-05_17-17,gpt-5.5,D4,0
2026-07-05_17-17,gpt-5.5,D5,0
2026-07-05_17-17,gpt-5.5,D6,0.5
2026-07-05_17-17,gpt-5.5,E1,1
2026-07-05_17-17,gpt-5.5,E2,1
2026-07-05_17-17,gpt-5.5,E3,1
2026-07-05_17-17,gpt-5.5,E4,1
2026-07-05_17-17,gpt-5.5,E5,1
2026-07-05_17-17,gpt-5.5,E6,0
2026-07-05_17-17,gpt-5.5,E7,1
2026-07-05_17-17,gpt-5.5,E8,1
2026-07-05_17-17,gpt-5.5,F1,0
2026-07-05_17-17,gpt-5.5,F2,0
2026-07-05_17-17,gpt-5.5,F3,1
2026-07-05_17-17,gpt-5.5,F4,0
2026-07-05_17-17,gpt-5.5,G1,0
2026-07-05_17-17,gpt-5.5,G2,0
2026-07-05_17-17,gpt-5.5,G3,0
2026-07-05_17-17,gpt-5.5,G4,1
2026-07-05_17-17,gpt-5.5,G5,0
2026-07-05_17-17,gpt-5.5,G6,1
2026-07-05_17-17,gpt-5.5,G7,0
2026-07-05_17-17,gpt-5.5,G8,1
2026-07-05_17-17,gpt-5.5,G9,0.5
2026-07-05_17-17,gpt-5.5,G10,0
2026-07-05_17-17,gpt-5.5,G11,1
2026-07-05_17-17,gpt-5.5,G12,1
2026-07-05_17-17,gpt-5.5,G13,0
2026-07-05_17-17,gpt-5.5,G14,0
2026-07-05_17-17,gpt-5.5,G15,1
2026-07-05_17-17,gpt-5.5,G16,1
2026-07-05_17-45,gpt-5.5-pro,A1,1
2026-07-05_17-45,gpt-5.5-pro,A2,0
2026-07-05_17-45,gpt-5.5-pro,A3,0
2026-07-05_17-45,gpt-5.5-pro,A4,1
2026-07-05_17-45,gpt-5.5-pro,A5,1
2026-07-05_17-45,gpt-5.5-pro,A6,1
2026-07-05_17-45,gpt-5.5-pro,A9,0
2026-07-05_17-45,gpt-5.5-pro,A10,1
2026-07-05_17-45,gpt-5.5-pro,A11,1
2026-07-05_17-45,gpt-5.5-pro,B1,0
2026-07-05_17-45,gpt-5.5-pro,B2,1
2026-07-05_17-45,gpt-5.5-pro,B3,0
2026-07-05_17-45,gpt-5.5-pro,B4,0
2026-07-05_17-45,gpt-5.5-pro,B5,0
2026-07-05_17-45,gpt-5.5-pro,B6,0
2026-07-05_17-45,gpt-5.5-pro,C1,1
2026-07-05_17-45,gpt-5.5-pro,C2,1
2026-07-05_17-45,gpt-5.5-pro,C3,0
2026-07-05_17-45,gpt-5.5-pro,C4,1
2026-07-05_17-45,gpt-5.5-pro,C5,1
2026-07-05_17-45,gpt-5.5-pro,C6,1
2026-07-05_17-45,gpt-5.5-pro,C7,0
2026-07-05_17-45,gpt-5.5-pro,C8,0
2026-07-05_17-45,gpt-5.5-pro,C9,0.5
2026-07-05_17-45,gpt-5.5-pro,D1,1
2026-07-05_17-45,gpt-5.5-pro,D2,1
2026-07-05_17-45,gpt-5.5-pro,D3,0
2026-07-05_17-45,gpt-5.5-pro,D4,0
2026-07-05_17-45,gpt-5.5-pro,D5,0
2026-07-05_17-45,gpt-5.5-pro,D6,0.5
2026-07-05_17-45,gpt-5.5-pro,E1,0
2026-07-05_17-45,gpt-5.5-pro,E2,1
2026-07-05_17-45,gpt-5.5-pro,E3,1
2026-07-05_17-45,gpt-5.5-pro,E4,1
2026-07-05_17-45,gpt-5.5-pro,E5,1
2026-07-05_17-45,gpt-5.5-pro,E6,0
2026-07-05_17-45,gpt-5.5-pro,E7,1
2026-07-05_17-45,gpt-5.5-pro,E8,1
2026-07-05_17-45,gpt-5.5-pro,F1,0
2026-07-05_17-45,gpt-5.5-pro,F2,0
2026-07-05_17-45,gpt-5.5-pro,F3,1
2026-07-05_17-45,gpt-5.5-pro,F4,0
2026-07-05_17-45,gpt-5.5-pro,G1,0
2026-07-05_17-45,gpt-5.5-pro,G2,0
2026-07-05_17-45,gpt-5.5-pro,G3,0
2026-07-05_17-45,gpt-5.5-pro,G4,1
2026-07-05_17-45,gpt-5.5-pro,G5,0
2026-07-05_17-45,gpt-5.5-pro,G6,1
2026-07-05_17-45,gpt-5.5-pro,G7,0
2026-07-05_17-45,gpt-5.5-pro,G8,1
2026-07-05_17-45,gpt-5.5-pro,G9,0.5
2026-07-05_17-45,gpt-5.5-pro,G10,0
2026-07-05_17-45,gpt-5.5-pro,G11,0
2026-07-05_17-45,gpt-5.5-pro,G12,1
2026-07-05_17-45,gpt-5.5-pro,G13,0
2026-07-05_17-45,gpt-5.5-pro,G14,0
2026-07-05_17-45,gpt-5.5-pro,G15,1
2026-07-05_17-45,gpt-5.5-pro,G16,0
